42.58964655,-88.43582153,11/20/22 9:36,B,3
42.58949984,-88.43568019,11/20/22 9:36,B,3
42.58935314,-88.43553885,11/20/22 9:36,B,3
42.58920643,-88.43539751,11/20/22 9:36,B,3
42.58905972,-88.43525617,11/20/22 9:36,B,3
42.58891302,-88.43511483,11/20/22 9:36,B,3
42.58876631,-88.43497349,11/20/22 9:36,B,3
42.5886196,-88.43483215,11/20/22 9:36,B,3
42.5884729,-88.43469082,11/20/22 9:36,B,3
42.58832619,-88.43454948,11/20/22 9:36,B,3
42.58817948,-88.43440814,11/20/22 9:36,B,3
42.58803278,-88.4342668,11/20/22 9:36,B,3
42.58788607,-88.43412546,11/20/22 9:36,B,3
42.58773936,-88.43398412,11/20/22 9:36,B,3
42.58759266,-88.43384278,11/20/22 9:36,B,3
42.58744595,-88.43370144,11/20/22 9:36,B,3
42.58729924,-88.4335601,11/20/22 9:36,B,3
42.58715254,-88.43341876,11/20/22 9:36,B,3
42.58700583,-88.43327742,11/20/22 9:36,B,3
42.58683383,-88.43334887,11/20/22 9:36,B,3
42.58666183,-88.43342033,11/20/22 9:36,B,3
42.58648984,-88.43349179,11/20/22 9:36,B,3
42.58631784,-88.43356324,11/20/22 9:36,B,3
42.58614584,-88.4336347,11/20/22 9:36,B,3
42.58597384,-88.43370615,11/20/22 9:36,B,3
42.58580185,-88.43377761,11/20/22 9:36,B,3
42.58562985,-88.43384907,11/20/22 9:36,B,3
42.58545785,-88.43392052,11/20/22 9:36,B,3
42.58528585,-88.43399198,11/20/22 9:36,B,3
42.58511385,-88.43406344,11/20/22 9:36,B,3
42.58494186,-88.43413489,11/20/22 9:36,B,3
42.58476986,-88.43420635,11/20/22 9:36,B,3
42.58459786,-88.4342778,11/20/22 9:36,B,3
42.58442586,-88.43434926,11/20/22 9:36,B,3
42.58425387,-88.43442072,11/20/22 9:36,B,3
42.58408187,-88.43449217,11/20/22 9:36,B,3
42.58390987,-88.43456363,11/20/22 9:36,B,3
42.58373787,-88.43463509,11/20/22 9:36,B,3
42.58356588,-88.43470654,11/20/22 9:36,B,3
42.58339388,-88.434778,11/20/22 9:36,B,3
42.58322188,-88.43484945,11/20/22 9:36,B,3
42.58304988,-88.43492091,11/20/22 9:36,B,3
42.58295188,-88.43512573,11/20/22 9:36,B,3
42.58285387,-88.43533055,11/20/22 9:36,B,3
42.58275586,-88.43553537,11/20/22 9:36,B,3
42.58265786,-88.43574019,11/20/22 9:36,B,3
42.58255985,-88.43594501,11/20/22 9:36,B,3
42.58246184,-88.43614982,11/20/22 9:37,B,3
42.58236384,-88.43635464,11/20/22 9:37,B,3
42.58226583,-88.43655946,11/20/22 9:37,B,3
42.58216783,-88.43676428,11/20/22 9:37,B,3
42.58206982,-88.4369691,11/20/22 9:37,B,3
42.58197181,-88.43717392,11/20/22 9:37,B,3
42.58187381,-88.43737874,11/20/22 9:37,B,3
42.5817758,-88.43758356,11/20/22 9:37,B,3
42.5816778,-88.43778838,11/20/22 9:37,B,3
42.58157979,-88.4379932,11/20/22 9:37,B,3
42.58148178,-88.43819801,11/20/22 9:37,B,3
42.58138378,-88.43840283,11/20/22 9:37,B,3
42.58128577,-88.43860765,11/20/22 9:37,B,3
42.58118776,-88.43881247,11/20/22 9:37,B,3
42.58108976,-88.43901729,11/20/22 9:37,B,3
42.58099175,-88.43922211,11/20/22 9:37,B,3
42.58089375,-88.43942693,11/20/22 9:37,B,3
42.58079574,-88.43963175,11/20/22 9:37,B,3
42.58069773,-88.43983657,11/20/22 9:37,B,3
42.58059973,-88.44004139,11/20/22 9:37,B,3
42.58050172,-88.4402462,11/20/22 9:37,B,3
42.58040372,-88.44045102,11/20/22 9:37,B,3
42.58030571,-88.44065584,11/20/22 9:37,B,3
42.5802077,-88.44086066,11/20/22 9:37,B,3
42.5801097,-88.44106548,11/20/22 9:37,B,3
42.58001169,-88.4412703,11/20/22 9:37,B,3
42.57991368,-88.44147512,11/20/22 9:37,B,3
42.57981568,-88.44167994,11/20/22 9:37,B,3
42.57971767,-88.44188476,11/20/22 9:37,B,3
42.57961967,-88.44208958,11/20/22 9:37,B,3
42.57952166,-88.44229439,11/20/22 9:37,B,3
42.57942365,-88.44249921,11/20/22 9:37,B,3
42.57932565,-88.44270403,11/20/22 9:37,B,3
42.57922764,-88.44290885,11/20/22 9:37,B,3
42.57912964,-88.44311367,11/20/22 9:37,B,3
42.57903163,-88.44331849,11/20/22 9:37,B,3
42.57893362,-88.44352331,11/20/22 9:37,B,3
42.57883562,-88.44372813,11/20/22 9:37,B,3
42.57873761,-88.44393295,11/20/22 9:37,B,3
42.5786396,-88.44413777,11/20/22 9:37,B,3
42.5785416,-88.44434258,11/20/22 9:37,B,3
42.57844359,-88.4445474,11/20/22 9:37,B,3
42.57834559,-88.44475222,11/20/22 9:37,B,3
42.57824758,-88.44495704,11/20/22 9:37,B,3
42.57814957,-88.44516186,11/20/22 9:37,B,3
42.57805157,-88.44536668,11/20/22 9:37,B,3
42.57795356,-88.4455715,11/20/22 9:37,B,3
42.57785556,-88.44577632,11/20/22 9:37,B,3
42.57775755,-88.44598114,11/20/22 9:37,B,3
42.57765954,-88.44618596,11/20/22 9:37,B,3
42.57756154,-88.44639077,11/20/22 9:37,B,3
42.57746353,-88.44659559,11/20/22 9:37,B,3
42.57736552,-88.44680041,11/20/22 9:37,B,3
42.57726752,-88.44700523,11/20/22 9:37,B,3
42.57716951,-88.44721005,11/20/22 9:37,B,3
42.57707151,-88.44741487,11/20/22 9:37,B,3
42.5769735,-88.44761969,11/20/22 9:37,B,3
42.57687549,-88.44782451,11/20/22 9:37,B,3
42.57677749,-88.44802933,11/20/22 9:37,B,3
42.57667948,-88.44823415,11/20/22 9:37,B,3
42.57658148,-88.44843896,11/20/22 9:38,B,3
42.57648347,-88.44864378,11/20/22 9:38,B,3
42.57638546,-88.4488486,11/20/22 9:38,B,3
42.57628746,-88.44905342,11/20/22 9:38,B,3
42.57618945,-88.44925824,11/20/22 9:38,B,3
42.57609144,-88.44946306,11/20/22 9:38,B,3
42.57599344,-88.44966788,11/20/22 9:38,B,3
42.57589543,-88.4498727,11/20/22 9:38,B,3
42.57579743,-88.45007752,11/20/22 9:38,B,3
42.57569942,-88.45028234,11/20/22 9:38,B,3
42.57560141,-88.45048715,11/20/22 9:38,B,3
42.57550341,-88.45069197,11/20/22 9:38,B,3
42.5754054,-88.45089679,11/20/22 9:38,B,3
42.57530739,-88.45110161,11/20/22 9:38,B,3
42.57520939,-88.45130643,11/20/22 9:38,B,3
42.57511138,-88.45151125,11/20/22 9:38,B,3
42.57501338,-88.45171607,11/20/22 9:38,B,3
42.57491537,-88.45192089,11/20/22 9:38,B,3
42.57481736,-88.45212571,11/20/22 9:38,B,3
42.5749883,-88.45204971,11/20/22 9:38,B,3
42.57515924,-88.45197371,11/20/22 9:38,B,3
42.57533018,-88.45189771,11/20/22 9:38,B,3
42.57550111,-88.45182171,11/20/22 9:38,B,3
42.57567205,-88.45174571,11/20/22 9:38,B,3
42.57584299,-88.45166971,11/20/22 9:38,B,3
42.57601393,-88.45159371,11/20/22 9:38,B,3
42.57618486,-88.45151771,11/20/22 9:38,B,3
42.5763558,-88.45144171,11/20/22 9:38,B,3
42.57652674,-88.45136571,11/20/22 9:38,B,3
42.57669768,-88.45128971,11/20/22 9:38,B,3
42.57686861,-88.45121372,11/20/22 9:38,B,3
42.57703955,-88.45113772,11/20/22 9:38,B,3
42.57721049,-88.45106172,11/20/22 9:38,B,3
42.57738143,-88.45098572,11/20/22 9:38,B,3
42.57755236,-88.45090972,11/20/22 9:38,B,3
42.5777233,-88.45083372,11/20/22 9:38,B,3
42.57789424,-88.45075772,11/20/22 9:38,B,3
42.57806518,-88.45068172,11/20/22 9:38,B,3
42.57823611,-88.45060572,11/20/22 9:38,B,3
42.57840705,-88.45052972,11/20/22 9:38,B,3
42.57857799,-88.45045372,11/20/22 9:38,B,3
42.57874893,-88.45037772,11/20/22 9:38,B,3
42.57891986,-88.45030173,11/20/22 9:38,B,3
42.5790908,-88.45022573,11/20/22 9:38,B,3
42.57926174,-88.45014973,11/20/22 9:38,B,3
42.57943268,-88.45007373,11/20/22 9:38,B,3
42.57960361,-88.44999773,11/20/22 9:38,B,3
42.57977455,-88.44992173,11/20/22 9:38,B,3
42.57994549,-88.44984573,11/20/22 9:38,B,3
42.58011643,-88.44976973,11/20/22 9:38,B,3
42.58028736,-88.44969373,11/20/22 9:38,B,3
42.5804583,-88.44961773,11/20/22 9:38,B,3
42.58062924,-88.44954173,11/20/22 9:38,B,3
42.58080018,-88.44946573,11/20/22 9:38,B,3
42.58097111,-88.44938973,11/20/22 9:38,B,3
42.58114205,-88.44931374,11/20/22 9:38,B,3
42.58131299,-88.44923774,11/20/22 9:38,B,3
42.58148393,-88.44916174,11/20/22 9:38,B,3
42.58165486,-88.44908574,11/20/22 9:38,B,3
42.5818258,-88.44900974,11/20/22 9:38,B,3
42.58199674,-88.44893374,11/20/22 9:39,B,3
42.58216768,-88.44885774,11/20/22 9:39,B,3
42.58233861,-88.44878174,11/20/22 9:39,B,3
42.58250955,-88.44870574,11/20/22 9:39,B,3
42.58268049,-88.44862974,11/20/22 9:39,B,3
